event_id,date,timestamp,shift,furnace,alloy,part_type,pour_position,pour_temp_c,mold_preheat_c,shell_humidity_rh,parts_cast,parts_good,parts_scrap,first_time_yield,defects,pour_duration_min,effective_yield_target
EVT-12524,2026-01-27,2026-01-28 04:58:00,Night,VIM-04,IN718,Nozzle Guide Vane,2,1514.0,1058.9,46.8,8,5,3,0.625,"[""Hot Tear"", ""Shell Crack"", ""Inclusion""]",34.8,0.737
EVT-12525,2026-01-27,2026-01-28 05:18:00,Night,VIM-01,IN718,LPT Blade,3,1489.5,1045.7,52.4,6,4,2,0.667,"[""Shell Crack"", ""Porosity""]",35.3,0.78
EVT-12526,2026-01-28,2026-01-28 06:04:00,Day,VIM-02,IN738,Combustor Liner,1,1521.6,1079.2,55.1,6,5,1,0.833,"[""Dimensional""]",31.0,0.729
EVT-12527,2026-01-28,2026-01-28 06:35:00,Day,VIM-01,CMSX-4,Nozzle Guide Vane,2,1538.6,1097.6,54.2,6,4,2,0.667,"[""Inclusion"", ""Porosity""]",45.1,0.6
EVT-12528,2026-01-28,2026-01-28 07:35:00,Day,VIM-04,IN718,Nozzle Guide Vane,3,1500.5,1053.5,56.8,8,5,3,0.625,"[""Inclusion"", ""Shell Crack"", ""Shell Crack""]",45.7,0.805
EVT-12529,2026-01-28,2026-01-28 08:17:00,Day,VIM-04,IN718,Nozzle Guide Vane,4,1488.2,1045.9,53.1,12,10,2,0.833,"[""Porosity"", ""Inclusion""]",40.4,0.82
EVT-12530,2026-01-28,2026-01-28 08:36:00,Day,VIM-01,Waspaloy,Nozzle Guide Vane,5,1493.8,1072.5,57.6,8,7,1,0.875,"[""Shell Crack""]",38.1,0.819
EVT-12531,2026-01-28,2026-01-28 09:50:00,Day,VIM-04,Waspaloy,LPT Blade,6,1494.8,1041.7,54.5,8,7,1,0.875,"[""Inclusion""]",33.4,0.84
EVT-12532,2026-01-28,2026-01-28 10:37:00,Day,VIM-03,IN738,Nozzle Guide Vane,7,1536.3,1056.5,60.9,8,4,4,0.5,"[""Porosity"", ""Inclusion"", ""Shell Crack"", ""Dimensional""]",34.0,0.71
EVT-12533,2026-01-28,2026-01-28 11:21:00,Day,VIM-03,Waspaloy,LPT Blade,8,1491.4,1043.9,55.3,8,7,1,0.875,"[""Porosity""]",28.9,0.838
EVT-12534,2026-01-28,2026-01-28 11:54:00,Day,VIM-03,IN738,Nozzle Guide Vane,1,1519.8,1067.3,59.0,12,9,3,0.75,"[""Shell Crack"", ""Shell Crack"", ""Shell Crack""]",29.8,0.698
EVT-12535,2026-01-28,2026-01-28 12:30:00,Day,VIM-04,IN718,HPT Blade,2,1497.4,1056.2,56.8,8,6,2,0.75,"[""Shell Crack"", ""Hot Tear""]",36.5,0.785
EVT-12536,2026-01-28,2026-01-28 13:29:00,Day,VIM-04,IN718,Combustor Liner,3,1512.7,1040.4,59.3,8,4,4,0.5,"[""Porosity"", ""Stray Grain"", ""Inclusion"", ""Shell Crack""]",35.0,0.764
EVT-12537,2026-01-28,2026-01-28 13:44:00,Swing,VIM-04,IN718,LPT Blade,1,1482.5,1032.7,55.8,6,6,0,1.0,[],34.2,0.724
EVT-12538,2026-01-28,2026-01-28 14:43:00,Swing,VIM-02,IN738,Shroud,2,1507.3,1061.7,57.0,8,5,3,0.625,"[""Porosity"", ""Shell Crack"", ""Shell Crack""]",27.4,0.729
EVT-12539,2026-01-28,2026-01-28 15:34:00,Swing,VIM-04,IN718,Nozzle Guide Vane,3,1510.4,1032.2,55.4,6,6,0,1.0,[],31.9,0.817
EVT-12540,2026-01-28,2026-01-28 16:19:00,Swing,VIM-03,René-80,Nozzle Guide Vane,4,1505.9,1033.0,54.8,6,6,0,1.0,[],32.7,0.8
EVT-12541,2026-01-28,2026-01-28 17:08:00,Swing,VIM-02,IN738,LPT Blade,5,1511.0,1058.3,55.8,4,4,0,1.0,[],33.6,0.784
EVT-12542,2026-01-28,2026-01-28 17:34:00,Swing,VIM-04,IN718,Seal Ring,6,1511.4,1031.4,50.9,4,3,1,0.75,"[""Porosity""]",44.7,0.82
EVT-12543,2026-01-28,2026-01-28 18:28:00,Swing,VIM-04,CMSX-4,Nozzle Guide Vane,7,1538.9,1088.2,56.0,8,5,3,0.625,"[""Shell Crack"", ""Surface Finish"", ""Shell Crack""]",36.8,0.612
EVT-12544,2026-01-28,2026-01-28 21:56:00,Night,VIM-01,IN718,HPT Blade,1,1501.0,1065.3,52.2,6,3,3,0.5,"[""Surface Finish"", ""Stray Grain"", ""Dimensional""]",41.5,0.72
EVT-12545,2026-01-28,2026-01-28 22:59:00,Night,VIM-02,CMSX-4,Seal Ring,2,1552.7,1069.6,57.1,12,9,3,0.75,"[""Dimensional"", ""Inclusion"", ""Misrun""]",36.3,0.543
EVT-12546,2026-01-28,2026-01-28 23:27:00,Night,VIM-03,CMSX-4,LPT Blade,3,1542.3,1090.0,50.4,12,7,5,0.583,"[""Shell Crack"", ""Inclusion"", ""Shell Crack"", ""Shell Crack"", ""Shell Crack""]",28.8,0.58
EVT-12547,2026-01-28,2026-01-29 00:15:00,Night,VIM-02,IN718,HPT Blade,4,1508.7,1044.7,53.6,8,7,1,0.875,"[""Shell Crack""]",39.2,0.78
EVT-12548,2026-01-28,2026-01-29 00:54:00,Night,VIM-02,Waspaloy,HPT Blade,5,1486.0,1056.1,52.6,6,5,1,0.833,"[""Dimensional""]",31.1,0.8
EVT-12549,2026-01-28,2026-01-29 01:53:00,Night,VIM-01,Waspaloy,HPT Blade,6,1491.6,1027.3,56.8,6,4,2,0.667,"[""Inclusion"", ""Shell Crack""]",37.3,0.786
EVT-12550,2026-01-29,2026-01-29 06:22:00,Day,VIM-04,CMSX-4,Seal Ring,1,1533.1,1080.3,57.4,6,1,5,0.167,"[""Hot Tear"", ""Dimensional"", ""Dimensional"", ""Shell Crack"", ""Dimensional""]",34.9,0.511
EVT-12551,2026-01-29,2026-01-29 06:41:00,Day,VIM-04,IN718,HPT Blade,2,1523.3,1032.6,55.8,12,9,3,0.75,"[""Shell Crack"", ""Inclusion"", ""Hot Tear""]",32.0,0.755
EVT-12552,2026-01-29,2026-01-29 07:24:00,Day,VIM-01,IN738,Nozzle Guide Vane,3,1518.1,1073.6,54.6,6,5,1,0.833,"[""Porosity""]",33.9,0.79
EVT-12553,2026-01-29,2026-01-29 14:13:00,Swing,VIM-01,IN718,Nozzle Guide Vane,1,1496.5,1038.1,55.4,8,6,2,0.75,"[""Inclusion"", ""Dimensional""]",34.2,0.757
EVT-12554,2026-01-29,2026-01-29 14:37:00,Swing,VIM-02,René-80,Nozzle Guide Vane,2,1512.2,1073.6,58.9,6,5,1,0.833,"[""Inclusion""]",36.5,0.749
EVT-12555,2026-01-29,2026-01-29 15:46:00,Swing,VIM-04,Waspaloy,Seal Ring,3,1525.1,1025.9,53.4,8,4,4,0.5,"[""Inclusion"", ""Porosity"", ""Inclusion"", ""Hot Tear""]",32.0,0.793
EVT-12556,2026-01-29,2026-01-29 16:23:00,Swing,VIM-02,IN718,LPT Blade,4,1494.0,1062.3,54.6,8,5,3,0.625,"[""Shell Crack"", ""Porosity"", ""Hot Tear""]",34.6,0.82
EVT-12557,2026-01-29,2026-01-29 16:59:00,Swing,VIM-01,Waspaloy,Nozzle Guide Vane,5,1490.3,1041.4,58.0,6,5,1,0.833,"[""Misrun""]",25.6,0.816
EVT-12558,2026-01-29,2026-01-29 17:53:00,Swing,VIM-04,IN718,Seal Ring,6,1507.8,1039.0,57.7,8,4,4,0.5,"[""Inclusion"", ""Shell Crack"", ""Shell Crack"", ""Shell Crack""]",32.2,0.798
EVT-12559,2026-01-29,2026-01-29 21:58:00,Night,VIM-02,IN718,LPT Blade,1,1514.9,1053.0,54.4,6,3,3,0.5,"[""Dimensional"", ""Shell Crack"", ""Misrun""]",27.2,0.695
EVT-12560,2026-01-29,2026-01-29 22:52:00,Night,VIM-03,IN738,Combustor Liner,2,1510.9,1072.9,57.7,8,4,4,0.5,"[""Inclusion"", ""Inclusion"", ""Dimensional"", ""Shell Crack""]",35.5,0.708
EVT-12561,2026-01-29,2026-01-29 23:15:00,Night,VIM-03,IN718,HPT Blade,3,1488.3,1080.3,57.4,12,8,4,0.667,"[""Shell Crack"", ""Hot Tear"", ""Dimensional"", ""Dimensional""]",31.2,0.761
EVT-12562,2026-01-29,2026-01-30 00:18:00,Night,VIM-01,CMSX-4,LPT Blade,4,1529.7,1082.3,56.7,6,5,1,0.833,"[""Shell Crack""]",34.4,0.528
EVT-12563,2026-01-29,2026-01-30 01:02:00,Night,VIM-03,IN718,HPT Blade,5,1504.0,1059.3,55.2,8,5,3,0.625,"[""Misrun"", ""Shell Crack"", ""Misrun""]",24.7,0.778
EVT-12564,2026-01-29,2026-01-30 01:47:00,Night,VIM-03,IN738,HPT Blade,6,1537.3,1056.0,57.6,8,5,3,0.625,"[""Shell Crack"", ""Porosity"", ""Misrun""]",32.1,0.695
EVT-12565,2026-01-29,2026-01-30 02:17:00,Night,VIM-03,IN718,HPT Blade,7,1495.9,1063.0,53.7,6,4,2,0.667,"[""Inclusion"", ""Hot Tear""]",34.2,0.78
EVT-12566,2026-01-29,2026-01-30 03:12:00,Night,VIM-02,IN738,LPT Blade,8,1527.1,1075.7,57.4,6,5,1,0.833,"[""Porosity""]",36.7,0.731
EVT-12567,2026-01-29,2026-01-30 03:56:00,Night,VIM-02,IN738,Shroud,1,1514.6,1046.7,60.5,12,9,3,0.75,"[""Stray Grain"", ""Dimensional"", ""Shell Crack""]",29.8,0.646
EVT-12568,2026-01-29,2026-01-30 04:55:00,Night,VIM-04,CMSX-4,Seal Ring,2,1543.5,1073.9,57.1,6,6,0,1.0,[],34.5,0.543
EVT-12569,2026-01-29,2026-01-30 05:34:00,Night,VIM-02,René-80,Nozzle Guide Vane,3,1521.2,1070.6,54.7,6,4,2,0.667,"[""Misrun"", ""Dimensional""]",43.5,0.74
EVT-12570,2026-01-30,2026-01-30 06:05:00,Day,VIM-02,CMSX-4,Seal Ring,1,1547.8,1091.3,59.1,8,2,6,0.25,"[""Shell Crack"", ""Porosity"", ""Inclusion"", ""Surface Finish"", ""Porosity"", ""Porosity""]",43.2,0.527
EVT-12571,2026-01-30,2026-01-30 06:30:00,Day,VIM-02,CMSX-4,HPT Blade,2,1542.7,1080.5,58.4,6,3,3,0.5,"[""Hot Tear"", ""Shell Crack"", ""Shell Crack""]",37.0,0.572
EVT-12572,2026-01-30,2026-01-30 07:18:00,Day,VIM-02,IN718,HPT Blade,3,1501.6,1053.0,57.7,8,8,0,1.0,[],41.4,0.799
EVT-12573,2026-01-30,2026-01-30 08:03:00,Day,VIM-02,IN738,LPT Blade,4,1514.1,1073.0,61.1,6,4,2,0.667,"[""Inclusion"", ""Inclusion""]",40.8,0.741
EVT-12574,2026-01-30,2026-01-30 09:06:00,Day,VIM-02,IN738,LPT Blade,5,1526.2,1066.9,61.5,6,5,1,0.833,"[""Porosity""]",29.1,0.738
EVT-12575,2026-01-30,2026-01-30 09:54:00,Day,VIM-04,IN738,LPT Blade,6,1520.5,1046.8,61.9,6,5,1,0.833,"[""Inclusion""]",32.4,0.735
EVT-12576,2026-01-30,2026-01-30 10:35:00,Day,VIM-01,IN718,HPT Blade,7,1502.0,1052.3,58.6,4,3,1,0.75,"[""Porosity""]",31.6,0.791
EVT-12577,2026-01-30,2026-01-30 13:47:00,Swing,VIM-02,IN718,LPT Blade,1,1510.3,1053.4,57.5,6,4,2,0.667,"[""Surface Finish"", ""Inclusion""]",34.9,0.74
EVT-12578,2026-01-30,2026-01-30 14:29:00,Swing,VIM-01,IN718,LPT Blade,2,1494.8,1047.7,56.9,8,7,1,0.875,"[""Shell Crack""]",34.8,0.785
EVT-12579,2026-01-30,2026-01-30 15:15:00,Swing,VIM-04,IN738,Shroud,3,1520.5,1051.5,59.8,6,3,3,0.5,"[""Shell Crack"", ""Inclusion"", ""Dimensional""]",24.6,0.752
EVT-12580,2026-01-30,2026-01-30 16:06:00,Swing,VIM-02,IN738,LPT Blade,4,1518.3,1062.9,58.8,6,3,3,0.5,"[""Shell Crack"", ""Inclusion"", ""Shell Crack""]",34.2,0.76
EVT-12581,2026-01-30,2026-01-30 17:06:00,Swing,VIM-02,IN718,HPT Blade,5,1515.8,1030.4,58.2,4,3,1,0.75,"[""Hot Tear""]",40.7,0.768
EVT-12582,2026-01-30,2026-01-30 17:48:00,Swing,VIM-01,IN738,Shroud,6,1530.0,1059.8,60.5,8,6,2,0.75,"[""Inclusion"", ""Dimensional""]",27.3,0.746
EVT-12583,2026-01-30,2026-01-30 18:19:00,Swing,VIM-04,Waspaloy,LPT Blade,7,1512.3,1055.9,58.6,4,1,3,0.25,"[""Dimensional"", ""Inclusion"", ""Inclusion""]",34.5,0.782
EVT-12584,2026-01-30,2026-01-30 19:02:00,Swing,VIM-02,IN718,LPT Blade,8,1509.5,1083.6,60.4,4,4,0,1.0,[],31.9,0.777
EVT-12585,2026-01-30,2026-01-30 19:56:00,Swing,VIM-01,IN738,LPT Blade,1,1504.5,1040.0,60.4,6,5,1,0.833,"[""Stray Grain""]",43.5,0.656
EVT-12586,2026-01-30,2026-01-30 20:49:00,Swing,VIM-03,CMSX-4,LPT Blade,2,1540.0,1078.8,59.6,6,5,1,0.833,"[""Porosity""]",32.6,0.563
EVT-12587,2026-01-30,2026-01-30 21:26:00,Swing,VIM-04,Waspaloy,Nozzle Guide Vane,3,1480.2,1028.5,57.2,8,7,1,0.875,"[""Shell Crack""]",26.8,0.822
EVT-12588,2026-01-30,2026-01-30 22:07:00,Swing,VIM-03,Waspaloy,HPT Blade,4,1483.3,1033.6,59.0,6,5,1,0.833,"[""Dimensional""]",29.5,0.808
EVT-12589,2026-01-30,2026-01-30 23:00:00,Swing,VIM-03,IN718,LPT Blade,5,1509.1,1055.0,56.2,6,6,0,1.0,[],25.7,0.811
EVT-12590,2026-01-30,2026-01-30 22:16:00,Night,VIM-02,CMSX-4,Nozzle Guide Vane,1,1548.0,1080.8,59.4,6,2,4,0.333,"[""Dimensional"", ""Stray Grain"", ""Shell Crack"", ""Dimensional""]",29.5,0.485
EVT-12591,2026-01-30,2026-01-30 22:52:00,Night,VIM-02,CMSX-4,Nozzle Guide Vane,2,1533.9,1069.8,59.3,8,4,4,0.5,"[""Porosity"", ""Misrun"", ""Shell Crack"", ""Porosity""]",37.6,0.498
EVT-12592,2026-01-30,2026-01-30 23:30:00,Night,VIM-01,IN738,Seal Ring,3,1508.0,1050.8,59.7,12,8,4,0.667,"[""Inclusion"", ""Shell Crack"", ""Surface Finish"", ""Stray Grain""]",35.2,0.689
EVT-12593,2026-01-30,2026-01-30 23:56:00,Night,VIM-01,IN738,Shroud,4,1511.0,1049.1,59.7,12,10,2,0.833,"[""Porosity"", ""Dimensional""]",42.3,0.713
EVT-12594,2026-01-30,2026-01-31 01:05:00,Night,VIM-03,IN738,Nozzle Guide Vane,5,1514.8,1058.8,60.3,6,3,3,0.5,"[""Dimensional"", ""Inclusion"", ""Inclusion""]",33.2,0.707
EVT-12595,2026-01-31,2026-01-31 06:05:00,Day,VIM-02,Waspaloy,HPT Blade,1,1496.8,1064.7,48.8,8,5,3,0.625,"[""Misrun"", ""Hot Tear"", ""Porosity""]",36.1,0.78
EVT-12596,2026-01-31,2026-01-31 06:28:00,Day,VIM-01,IN738,LPT Blade,2,1517.2,1051.0,52.6,8,8,0,1.0,[],31.0,0.77
EVT-12597,2026-01-31,2026-01-31 07:36:00,Day,VIM-04,Waspaloy,LPT Blade,3,1484.7,1045.2,51.1,6,6,0,1.0,[],37.6,0.84
EVT-12598,2026-01-31,2026-01-31 07:55:00,Day,VIM-03,IN738,LPT Blade,4,1523.5,1076.6,49.3,6,6,0,1.0,[],39.3,0.79
EVT-12599,2026-01-31,2026-01-31 09:08:00,Day,VIM-04,CMSX-4,Shroud,5,1554.8,1063.8,53.2,4,2,2,0.5,"[""Inclusion"", ""Surface Finish""]",35.1,0.595
EVT-12600,2026-01-31,2026-01-31 09:47:00,Day,VIM-03,CMSX-4,HPT Blade,6,1537.9,1067.6,52.7,6,3,3,0.5,"[""Inclusion"", ""Misrun"", ""Shell Crack""]",32.9,0.62
EVT-12601,2026-01-31,2026-01-31 10:20:00,Day,VIM-03,René-80,LPT Blade,7,1518.4,1052.4,51.7,4,3,1,0.75,"[""Porosity""]",31.4,0.8
EVT-12602,2026-01-31,2026-01-31 11:01:00,Day,VIM-03,Waspaloy,HPT Blade,8,1491.7,1035.7,48.9,4,3,1,0.75,"[""Surface Finish""]",36.4,0.84
EVT-12603,2026-01-31,2026-01-31 11:57:00,Day,VIM-01,IN718,HPT Blade,1,1494.7,1058.3,53.1,8,6,2,0.75,"[""Misrun"", ""Dimensional""]",37.0,0.76
EVT-12604,2026-01-31,2026-01-31 14:10:00,Swing,VIM-02,IN718,LPT Blade,1,1484.4,1031.1,51.2,6,4,2,0.667,"[""Shell Crack"", ""Hot Tear""]",24.6,0.734
EVT-12605,2026-01-31,2026-01-31 14:35:00,Swing,VIM-03,IN738,LPT Blade,2,1512.6,1075.5,53.8,6,5,1,0.833,"[""Inclusion""]",30.2,0.77
EVT-12606,2026-01-31,2026-01-31 15:22:00,Swing,VIM-03,IN738,HPT Blade,3,1506.0,1067.7,51.5,8,7,1,0.875,"[""Inclusion""]",37.5,0.762
EVT-12607,2026-01-31,2026-01-31 16:15:00,Swing,VIM-02,IN738,LPT Blade,4,1535.9,1061.6,51.7,6,5,1,0.833,"[""Misrun""]",42.5,0.758
EVT-12608,2026-01-31,2026-01-31 17:20:00,Swing,VIM-03,CMSX-4,Combustor Liner,5,1546.8,1077.5,50.9,8,5,3,0.625,"[""Inclusion"", ""Surface Finish"", ""Inclusion""]",38.3,0.62
EVT-12609,2026-01-31,2026-01-31 17:56:00,Swing,VIM-04,René-80,Nozzle Guide Vane,6,1515.4,1033.3,55.2,8,5,3,0.625,"[""Misrun"", ""Stray Grain"", ""Shell Crack""]",39.7,0.798
EVT-12610,2026-01-31,2026-01-31 18:28:00,Swing,VIM-04,IN718,LPT Blade,7,1481.1,1039.1,51.3,8,6,2,0.75,"[""Misrun"", ""Porosity""]",30.5,0.789
EVT-12611,2026-01-31,2026-01-31 19:15:00,Swing,VIM-02,Waspaloy,Nozzle Guide Vane,8,1486.2,1049.6,52.3,6,6,0,1.0,[],27.3,0.84
EVT-12612,2026-01-31,2026-01-31 22:20:00,Night,VIM-04,IN738,Nozzle Guide Vane,1,1510.5,1048.4,52.2,12,8,4,0.667,"[""Dimensional"", ""Dimensional"", ""Shell Crack"", ""Dimensional""]",34.0,0.69
EVT-12613,2026-01-31,2026-01-31 22:35:00,Night,VIM-04,IN718,HPT Blade,2,1498.5,1056.5,52.2,8,7,1,0.875,"[""Dimensional""]",30.3,0.76
EVT-12614,2026-01-31,2026-01-31 23:30:00,Night,VIM-03,CMSX-4,LPT Blade,3,1546.9,1070.9,49.7,8,5,3,0.625,"[""Porosity"", ""Porosity"", ""Hot Tear""]",38.5,0.58
EVT-12615,2026-01-31,2026-02-01 00:12:00,Night,VIM-04,IN738,Nozzle Guide Vane,4,1517.3,1056.8,53.3,4,4,0,1.0,[],33.6,0.75
EVT-12616,2026-01-31,2026-02-01 01:13:00,Night,VIM-04,IN718,LPT Blade,5,1494.3,1038.1,52.0,6,4,2,0.667,"[""Dimensional"", ""Porosity""]",31.5,0.78
EVT-12617,2026-01-31,2026-02-01 02:00:00,Night,VIM-04,Waspaloy,HPT Blade,6,1505.5,1021.6,53.7,6,5,1,0.833,"[""Porosity""]",32.9,0.779
EVT-12618,2026-01-31,2026-02-01 02:30:00,Night,VIM-03,René-80,Nozzle Guide Vane,7,1511.0,1053.7,51.6,6,5,1,0.833,"[""Porosity""]",31.0,0.76
EVT-12619,2026-01-31,2026-02-01 03:03:00,Night,VIM-01,CMSX-4,Seal Ring,8,1555.3,1084.8,50.4,4,3,1,0.75,"[""Stray Grain""]",30.2,0.554
EVT-12620,2026-02-01,2026-02-01 05:45:00,Day,VIM-04,René-80,HPT Blade,1,1504.5,1055.4,60.3,6,3,3,0.5,"[""Porosity"", ""Shell Crack"", ""Porosity""]",42.4,0.697
EVT-12621,2026-02-01,2026-02-01 06:46:00,Day,VIM-02,IN718,Nozzle Guide Vane,2,1484.3,1071.3,63.2,8,5,3,0.625,"[""Porosity"", ""Inclusion"", ""Inclusion""]",24.9,0.708
EVT-12622,2026-02-01,2026-02-01 07:27:00,Day,VIM-01,Waspaloy,HPT Blade,3,1505.7,1025.7,65.6,12,11,1,0.917,"[""Porosity""]",31.8,0.734
EVT-12623,2026-02-01,2026-02-01 08:07:00,Day,VIM-01,IN738,HPT Blade,4,1522.8,1055.4,60.1,6,3,3,0.5,"[""Inclusion"", ""Shell Crack"", ""Inclusion""]",33.3,0.749
EVT-12624,2026-02-01,2026-02-01 08:50:00,Day,VIM-01,IN718,LPT Blade,5,1497.0,1066.4,65.3,8,7,1,0.875,"[""Misrun""]",31.7,0.737
EVT-12625,2026-02-01,2026-02-01 10:17:00,Day,VIM-01,Waspaloy,HPT Blade,6,1499.2,1022.0,60.3,6,6,0,1.0,[],38.3,0.797
EVT-12626,2026-02-01,2026-02-01 10:18:00,Day,VIM-04,IN718,Nozzle Guide Vane,7,1511.3,1068.3,61.7,12,11,1,0.917,"[""Hot Tear""]",32.4,0.766
EVT-12627,2026-02-01,2026-02-01 11:21:00,Day,VIM-03,IN718,Shroud,8,1505.0,1053.6,65.7,8,6,2,0.75,"[""Inclusion"", ""Porosity""]",30.4,0.735
EVT-12628,2026-02-01,2026-02-01 12:20:00,Day,VIM-01,René-80,Nozzle Guide Vane,1,1514.6,1030.6,58.9,6,5,1,0.833,"[""Shell Crack""]",32.4,0.709
EVT-12629,2026-02-01,2026-02-01 12:48:00,Day,VIM-04,IN718,HPT Blade,2,1495.5,1081.7,63.7,8,7,1,0.875,"[""Hot Tear""]",28.8,0.73
EVT-12630,2026-02-01,2026-02-01 13:15:00,Day,VIM-02,IN738,Nozzle Guide Vane,3,1513.4,1050.9,61.7,6,6,0,1.0,[],24.4,0.736
EVT-12631,2026-02-01,2026-02-01 13:56:00,Swing,VIM-02,IN738,LPT Blade,1,1525.5,1045.5,67.1,4,3,1,0.75,"[""Inclusion""]",35.8,0.633
EVT-12632,2026-02-01,2026-02-01 14:34:00,Swing,VIM-02,IN738,Seal Ring,2,1513.4,1052.4,66.2,6,3,3,0.5,"[""Shell Crack"", ""Inclusion"", ""Inclusion""]",45.7,0.681
EVT-12633,2026-02-01,2026-02-01 15:17:00,Swing,VIM-04,IN738,Combustor Liner,3,1513.5,1039.2,58.8,6,5,1,0.833,"[""Dimensional""]",30.9,0.759
EVT-12634,2026-02-01,2026-02-01 16:33:00,Swing,VIM-04,IN718,HPT Blade,4,1472.4,1047.7,62.5,4,2,2,0.5,"[""Shell Crack"", ""Shell Crack""]",39.2,0.714
EVT-12635,2026-02-01,2026-02-01 17:17:00,Swing,VIM-04,CMSX-4,LPT Blade,5,1550.5,1101.6,60.8,8,5,3,0.625,"[""Porosity"", ""Inclusion"", ""Porosity""]",29.0,0.574
EVT-12636,2026-02-01,2026-02-01 17:41:00,Swing,VIM-04,IN738,Nozzle Guide Vane,6,1539.0,1072.1,63.9,6,3,3,0.5,"[""Shell Crack"", ""Inclusion"", ""Shell Crack""]",28.1,0.681
EVT-12637,2026-02-01,2026-02-01 18:29:00,Swing,VIM-01,IN738,LPT Blade,7,1510.3,1061.6,63.7,8,7,1,0.875,"[""Shell Crack""]",41.1,0.72
EVT-12638,2026-02-01,2026-02-01 19:10:00,Swing,VIM-03,IN738,Seal Ring,8,1532.9,1061.4,59.7,8,3,5,0.375,"[""Porosity"", ""Inclusion"", ""Inclusion"", ""Shell Crack"", ""Shell Crack""]",34.2,0.726
EVT-12639,2026-02-01,2026-02-01 20:05:00,Swing,VIM-02,IN738,HPT Blade,1,1515.1,1080.4,61.1,12,5,7,0.417,"[""Dimensional"", ""Inclusion"", ""Dimensional"", ""Inclusion"", ""Shell Crack"", ""Inclusion"", ""Shell Crack""]",40.2,0.681
EVT-12640,2026-02-01,2026-02-01 20:43:00,Swing,VIM-03,René-80,HPT Blade,2,1495.0,1057.5,63.0,8,6,2,0.75,"[""Shell Crack"", ""Porosity""]",35.0,0.689
EVT-12641,2026-02-01,2026-02-01 21:47:00,Night,VIM-03,Waspaloy,Nozzle Guide Vane,1,1481.5,1038.0,59.7,8,5,3,0.625,"[""Misrun"", ""Porosity"", ""Porosity""]",34.8,0.703
EVT-12642,2026-02-01,2026-02-01 22:32:00,Night,VIM-04,IN738,Nozzle Guide Vane,2,1517.2,1062.2,63.6,6,3,3,0.5,"[""Inclusion"", ""Dimensional"", ""Inclusion""]",35.2,0.662
EVT-12643,2026-02-01,2026-02-01 23:29:00,Night,VIM-04,IN718,HPT Blade,3,1496.8,1053.0,61.4,8,8,0,1.0,[],35.1,0.729
EVT-12644,2026-02-01,2026-02-02 00:22:00,Night,VIM-03,CMSX-4,Shroud,4,1553.6,1089.1,61.4,8,3,5,0.375,"[""Shell Crack"", ""Shell Crack"", ""Inclusion"", ""Inclusion"", ""Stray Grain""]",43.4,0.507
EVT-12645,2026-02-01,2026-02-02 00:41:00,Night,VIM-02,IN718,LPT Blade,5,1518.3,1070.0,61.2,8,5,3,0.625,"[""Shell Crack"", ""Shell Crack"", ""Shell Crack""]",28.1,0.7
EVT-12646,2026-02-01,2026-02-02 01:39:00,Night,VIM-02,IN718,Combustor Liner,6,1508.8,1073.6,63.2,6,6,0,1.0,[],26.5,0.714
EVT-12647,2026-02-01,2026-02-02 02:34:00,Night,VIM-01,CMSX-4,Nozzle Guide Vane,7,1526.7,1060.6,63.6,8,3,5,0.375,"[""Stray Grain"", ""Misrun"", ""Stray Grain"", ""Shell Crack"", ""Porosity""]",36.3,0.465
EVT-12648,2026-02-01,2026-02-02 02:52:00,Night,VIM-01,IN738,LPT Blade,8,1523.4,1062.4,59.6,4,3,1,0.75,"[""Inclusion""]",33.2,0.713
EVT-12649,2026-02-01,2026-02-02 03:49:00,Night,VIM-03,IN738,LPT Blade,1,1498.8,1065.1,63.2,6,2,4,0.333,"[""Inclusion"", ""Porosity"", ""Porosity"", ""Shell Crack""]",50.3,0.582
EVT-12650,2026-02-01,2026-02-02 05:04:00,Night,VIM-01,IN718,LPT Blade,2,1488.5,1061.6,62.5,4,3,1,0.75,"[""Surface Finish""]",38.1,0.7
EVT-12651,2026-02-01,2026-02-02 05:36:00,Night,VIM-04,René-80,Shroud,3,1522.6,1022.0,62.4,8,6,2,0.75,"[""Dimensional"", ""Misrun""]",35.6,0.678
EVT-12652,2026-02-02,2026-02-02 06:03:00,Day,VIM-03,René-80,Combustor Liner,1,1515.4,1066.6,64.3,8,6,2,0.75,"[""Shell Crack"", ""Inclusion""]",26.7,0.666
EVT-12653,2026-02-02,2026-02-02 06:58:00,Day,VIM-04,CMSX-4,LPT Blade,2,1538.3,1073.2,58.6,6,5,1,0.833,"[""Inclusion""]",38.1,0.571
EVT-12654,2026-02-02,2026-02-02 07:42:00,Day,VIM-03,IN738,Nozzle Guide Vane,3,1511.7,1051.0,58.0,6,4,2,0.667,"[""Shell Crack"", ""Shell Crack""]",32.0,0.766
EVT-12655,2026-02-02,2026-02-02 08:18:00,Day,VIM-01,IN738,HPT Blade,4,1518.6,1044.4,58.9,8,7,1,0.875,"[""Stray Grain""]",33.8,0.759
EVT-12656,2026-02-02,2026-02-02 09:01:00,Day,VIM-01,Waspaloy,Nozzle Guide Vane,5,1461.0,1055.9,56.7,6,5,1,0.833,"[""Inclusion""]",38.4,0.788
